image_id,path,bytes,split
gbif-inat-toxic-round2:00311562,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147520932_2.jpg,1673216,train
gbif-inat-toxic-round2:00311563,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147520932_3.jpg,1178900,train
gbif-inat-toxic-round2:00311564,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147520932_4.jpg,1678304,test
gbif-inat-toxic-round2:00311565,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147577874_1.jpg,4098822,test
gbif-inat-toxic-round2:00311566,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147723806_1.jpg,2499610,calibration
gbif-inat-toxic-round2:00311567,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147723806_2.jpg,2444774,train
gbif-inat-toxic-round2:00311568,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147723806_3.jpg,1922239,train
gbif-inat-toxic-round2:00311569,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147723806_4.jpg,2031887,train
gbif-inat-toxic-round2:00311570,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147723806_5.jpg,1911908,train
gbif-inat-toxic-round2:00311571,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147723806_6.jpg,1771013,val
gbif-inat-toxic-round2:00311572,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159172241_1.jpg,776633,train
gbif-inat-toxic-round2:00311573,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159226324_1.jpg,4782024,train
gbif-inat-toxic-round2:00311574,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159226324_2.jpg,3998908,train
gbif-inat-toxic-round2:00311575,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159533213_1.jpg,3168980,train
gbif-inat-toxic-round2:00311576,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159700490_1.jpg,2469498,train
gbif-inat-toxic-round2:00311577,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159700490_2.jpg,3024214,train
gbif-inat-toxic-round2:00311578,images/raw/gbif-inat-toxic-round2/conium_maculatum/6163169922_1.jpg,2947973,val
gbif-inat-toxic-round2:00311579,images/raw/gbif-inat-toxic-round2/conium_maculatum/6163169922_2.jpg,4547011,calibration
gbif-inat-toxic-round2:00311580,images/raw/gbif-inat-toxic-round2/conium_maculatum/6163169922_3.jpg,4509343,train
gbif-inat-toxic-round2:00311581,images/raw/gbif-inat-toxic-round2/conium_maculatum/6163169922_4.jpg,4551433,val
gbif-inat-toxic-round2:00311582,images/raw/gbif-inat-toxic-round2/conium_maculatum/6163169922_5.jpg,4190739,val
gbif-inat-toxic-round2:00311583,images/raw/gbif-inat-toxic-round2/conium_maculatum/6163169922_6.jpg,3052253,train
gbif-inat-toxic-round2:00311584,images/raw/gbif-inat-toxic-round2/conium_maculatum/6163379649_1.jpg,1660839,train
gbif-inat-toxic-round2:00311585,images/raw/gbif-inat-toxic-round2/conium_maculatum/6171154295_1.jpg,3263372,train
gbif-inat-toxic-round2:00311586,images/raw/gbif-inat-toxic-round2/conium_maculatum/6171219316_1.jpg,2923788,train
gbif-inat-toxic-round2:00311587,images/raw/gbif-inat-toxic-round2/conium_maculatum/6179345468_1.jpg,1688300,train
gbif-inat-toxic-round2:00311588,images/raw/gbif-inat-toxic-round2/conium_maculatum/6235764317_1.jpg,3660853,train
gbif-inat-toxic-round2:00311589,images/raw/gbif-inat-toxic-round2/conium_maculatum/6251916181_1.jpg,3357979,train
gbif-inat-toxic-round2:00311590,images/raw/gbif-inat-toxic-round2/conium_maculatum/6253070119_1.jpg,5069365,test
gbif-inat-toxic-round2:00311591,images/raw/gbif-inat-toxic-round2/conium_maculatum/6253070119_2.jpg,4873638,train
gbif-inat-toxic-round2:00311592,images/raw/gbif-inat-toxic-round2/conium_maculatum/6253070119_3.jpg,4251176,train
gbif-inat-toxic-round2:00311593,images/raw/gbif-inat-toxic-round2/conium_maculatum/6133044305_1.jpg,5526447,train
gbif-inat-toxic-round2:00311594,images/raw/gbif-inat-toxic-round2/conium_maculatum/6133044305_2.jpg,4683765,train
gbif-inat-toxic-round2:00311595,images/raw/gbif-inat-toxic-round2/conium_maculatum/6133044305_3.jpg,4254425,train
gbif-inat-toxic-round2:00311596,images/raw/gbif-inat-toxic-round2/conium_maculatum/6133128985_1.jpg,987958,test
gbif-inat-toxic-round2:00311597,images/raw/gbif-inat-toxic-round2/conium_maculatum/6133128985_2.jpg,766390,calibration
gbif-inat-toxic-round2:00311598,images/raw/gbif-inat-toxic-round2/conium_maculatum/6133242859_1.jpg,3357356,train
gbif-inat-toxic-round2:00311599,images/raw/gbif-inat-toxic-round2/conium_maculatum/6133242859_2.jpg,2634656,val
gbif-inat-toxic-round2:00311600,images/raw/gbif-inat-toxic-round2/conium_maculatum/6133242859_3.jpg,2243838,train
gbif-inat-toxic-round2:00311601,images/raw/gbif-inat-toxic-round2/conium_maculatum/6133242859_4.jpg,2980460,calibration
gbif-inat-toxic-round2:00311602,images/raw/gbif-inat-toxic-round2/conium_maculatum/6133249587_1.jpg,5424996,train
gbif-inat-toxic-round2:00311603,images/raw/gbif-inat-toxic-round2/conium_maculatum/6133249587_2.jpg,5363208,train
gbif-inat-toxic-round2:00311604,images/raw/gbif-inat-toxic-round2/conium_maculatum/6133349524_1.jpg,4432641,train
gbif-inat-toxic-round2:00311605,images/raw/gbif-inat-toxic-round2/conium_maculatum/6133520164_1.jpg,3099030,train
gbif-inat-toxic-round2:00311606,images/raw/gbif-inat-toxic-round2/conium_maculatum/6133567929_1.jpg,2754605,train
gbif-inat-toxic-round2:00311607,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147175755_1.jpg,3488059,train
gbif-inat-toxic-round2:00311608,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147194025_1.jpg,1746547,train
gbif-inat-toxic-round2:00311609,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147194025_2.jpg,1073214,train
gbif-inat-toxic-round2:00311610,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147194025_3.jpg,808440,train
gbif-inat-toxic-round2:00311611,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147267934_1.jpg,3639979,test
gbif-inat-toxic-round2:00311612,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147272340_1.jpg,3052114,calibration
gbif-inat-toxic-round2:00311613,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147274785_1.jpg,4620158,train
gbif-inat-toxic-round2:00311614,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147279486_1.jpg,288053,train
gbif-inat-toxic-round2:00311615,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147279979_1.jpg,1237179,train
gbif-inat-toxic-round2:00311616,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147279979_2.jpg,1651320,train
gbif-inat-toxic-round2:00311617,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147285221_1.jpg,2257036,train
gbif-inat-toxic-round2:00311618,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147285221_2.jpg,1645287,train
gbif-inat-toxic-round2:00311619,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147322192_1.jpg,2595474,train
gbif-inat-toxic-round2:00311620,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147322192_2.jpg,1714143,calibration
gbif-inat-toxic-round2:00311621,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147322192_3.jpg,1539349,train
gbif-inat-toxic-round2:00311622,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147328506_1.jpg,1918920,train
gbif-inat-toxic-round2:00311623,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147348409_1.jpg,1196094,train
gbif-inat-toxic-round2:00311624,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147358001_1.jpg,3329784,test
gbif-inat-toxic-round2:00311625,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147359224_1.jpg,3943431,train
gbif-inat-toxic-round2:00311626,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147361019_1.jpg,5179745,train
gbif-inat-toxic-round2:00311627,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147386332_1.jpg,2663941,train
gbif-inat-toxic-round2:00311628,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147395597_1.jpg,1304152,calibration
gbif-inat-toxic-round2:00311629,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147395597_2.jpg,1950689,train
gbif-inat-toxic-round2:00311630,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147395597_3.jpg,1406497,train
gbif-inat-toxic-round2:00311631,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147476430_1.jpg,2827895,train
gbif-inat-toxic-round2:00311632,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147488268_1.jpg,3981920,train
gbif-inat-toxic-round2:00311633,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147488808_1.jpg,3643418,train
gbif-inat-toxic-round2:00311634,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147520767_1.jpg,4333388,train
gbif-inat-toxic-round2:00311635,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147520767_2.jpg,3833725,test
gbif-inat-toxic-round2:00311636,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147522183_1.jpg,2010493,train
gbif-inat-toxic-round2:00311637,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147524607_1.jpg,3926780,train
gbif-inat-toxic-round2:00311638,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147524607_2.jpg,4472964,train
gbif-inat-toxic-round2:00311639,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147572518_1.jpg,1843599,train
gbif-inat-toxic-round2:00311640,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147572518_2.jpg,1239574,train
gbif-inat-toxic-round2:00311641,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147572518_3.jpg,1307198,train
gbif-inat-toxic-round2:00311642,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147572518_4.jpg,1798404,train
gbif-inat-toxic-round2:00311643,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147576179_1.jpg,3149839,train
gbif-inat-toxic-round2:00311644,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147579218_1.jpg,1266690,train
gbif-inat-toxic-round2:00311645,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147582967_1.jpg,3585539,train
gbif-inat-toxic-round2:00311646,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147584994_1.jpg,1721335,calibration
gbif-inat-toxic-round2:00311647,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147585632_1.jpg,1574867,train
gbif-inat-toxic-round2:00311648,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147585632_2.jpg,1911558,train
gbif-inat-toxic-round2:00311649,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147585632_3.jpg,1984818,train
gbif-inat-toxic-round2:00311650,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147585632_4.jpg,1785365,train
gbif-inat-toxic-round2:00311651,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147585632_5.jpg,1564872,train
gbif-inat-toxic-round2:00311652,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147585632_6.jpg,2209417,val
gbif-inat-toxic-round2:00311653,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147585632_7.jpg,3271321,val
gbif-inat-toxic-round2:00311654,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147589720_1.jpg,4008904,train
gbif-inat-toxic-round2:00311655,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147599151_1.jpg,4117679,calibration
gbif-inat-toxic-round2:00311656,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147650459_1.jpg,4380443,calibration
gbif-inat-toxic-round2:00311657,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147650459_2.jpg,5170812,train
gbif-inat-toxic-round2:00311658,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147650459_3.jpg,4973244,train
gbif-inat-toxic-round2:00311659,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147660390_1.jpg,2838153,val
gbif-inat-toxic-round2:00311660,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147660390_2.jpg,2452056,train
gbif-inat-toxic-round2:00311661,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147660390_3.jpg,2489145,train
gbif-inat-toxic-round2:00311662,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147660390_4.jpg,2603818,train
gbif-inat-toxic-round2:00311663,images/raw/gbif-inat-toxic-round2/conium_maculatum/6147660390_5.jpg,3063605,train
gbif-inat-toxic-round2:00311664,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159139712_1.jpg,3383305,train
gbif-inat-toxic-round2:00311665,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159139712_2.jpg,2358242,train
gbif-inat-toxic-round2:00311666,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159141591_1.jpg,479469,train
gbif-inat-toxic-round2:00311667,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159142008_1.jpg,1975710,train
gbif-inat-toxic-round2:00311668,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159142008_2.jpg,1360318,val
gbif-inat-toxic-round2:00311669,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159142008_3.jpg,1524468,val
gbif-inat-toxic-round2:00311670,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159142008_4.jpg,2148274,train
gbif-inat-toxic-round2:00311671,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159148138_1.jpg,1783678,train
gbif-inat-toxic-round2:00311672,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159148138_2.jpg,1493215,val
gbif-inat-toxic-round2:00311673,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159148138_3.jpg,2509663,train
gbif-inat-toxic-round2:00311674,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159148138_4.jpg,2281046,train
gbif-inat-toxic-round2:00311675,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159148138_5.jpg,2171419,train
gbif-inat-toxic-round2:00311676,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159160986_1.jpg,3589190,val
gbif-inat-toxic-round2:00311677,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159160986_2.jpg,4189878,train
gbif-inat-toxic-round2:00311678,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159160986_3.jpg,5047557,train
gbif-inat-toxic-round2:00311679,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159164220_1.jpg,3198774,train
gbif-inat-toxic-round2:00311680,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159166962_1.jpg,1091704,train
gbif-inat-toxic-round2:00311681,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159169319_1.jpg,1250621,train
gbif-inat-toxic-round2:00311682,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159169319_2.jpg,1170172,train
gbif-inat-toxic-round2:00311683,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159175070_1.jpg,2016177,calibration
gbif-inat-toxic-round2:00311684,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159176196_1.jpg,3277779,calibration
gbif-inat-toxic-round2:00311685,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159178607_1.jpg,2842641,train
gbif-inat-toxic-round2:00311686,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159178607_2.jpg,2366735,val
gbif-inat-toxic-round2:00311687,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159178607_3.jpg,2420765,train
gbif-inat-toxic-round2:00311688,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159183393_1.jpg,3616725,train
gbif-inat-toxic-round2:00311689,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159197686_1.jpg,1604251,train
gbif-inat-toxic-round2:00311690,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159205575_1.jpg,2886317,train
gbif-inat-toxic-round2:00311691,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159209055_1.jpg,2120332,test
gbif-inat-toxic-round2:00311692,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159209055_2.jpg,2243291,train
gbif-inat-toxic-round2:00311693,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159214482_1.jpg,3829879,train
gbif-inat-toxic-round2:00311694,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159233378_1.jpg,1910234,train
gbif-inat-toxic-round2:00311695,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159233479_1.jpg,3638944,train
gbif-inat-toxic-round2:00311696,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159233479_2.jpg,3219484,test
gbif-inat-toxic-round2:00311697,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159233479_3.jpg,3238130,val
gbif-inat-toxic-round2:00311698,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159248533_1.jpg,2140805,train
gbif-inat-toxic-round2:00311699,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159248533_2.jpg,2228790,train
gbif-inat-toxic-round2:00311700,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159256264_1.jpg,1201516,test
gbif-inat-toxic-round2:00311701,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159256264_2.jpg,936625,test
gbif-inat-toxic-round2:00311702,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159256264_3.jpg,1121395,val
gbif-inat-toxic-round2:00311703,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159256264_4.jpg,1758276,train
gbif-inat-toxic-round2:00311704,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159259738_1.jpg,4527731,val
gbif-inat-toxic-round2:00311705,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159265981_1.jpg,3125903,train
gbif-inat-toxic-round2:00311706,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159268990_1.jpg,1962724,train
gbif-inat-toxic-round2:00311707,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159269852_1.jpg,2163162,train
gbif-inat-toxic-round2:00311708,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159269852_2.jpg,1406794,calibration
gbif-inat-toxic-round2:00311709,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159289451_1.jpg,4698915,train
gbif-inat-toxic-round2:00311710,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159289451_2.jpg,4131483,test
gbif-inat-toxic-round2:00311711,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159289451_3.jpg,3996054,train
gbif-inat-toxic-round2:00311712,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159296377_1.jpg,3186807,train
gbif-inat-toxic-round2:00311713,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159308421_1.jpg,877141,train
gbif-inat-toxic-round2:00311714,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159308421_2.jpg,1225447,train
gbif-inat-toxic-round2:00311715,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159308421_3.jpg,894970,train
gbif-inat-toxic-round2:00311716,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159313038_1.jpg,1574737,val
gbif-inat-toxic-round2:00311717,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159313038_2.jpg,1224033,train
gbif-inat-toxic-round2:00311718,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159313038_3.jpg,692115,train
gbif-inat-toxic-round2:00311719,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159314520_1.jpg,2939057,calibration
gbif-inat-toxic-round2:00311720,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159316703_1.jpg,3652485,val
gbif-inat-toxic-round2:00311721,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159328159_1.jpg,2056323,train
gbif-inat-toxic-round2:00311722,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159330305_1.jpg,1437204,val
gbif-inat-toxic-round2:00311723,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159349371_1.jpg,2204704,test
gbif-inat-toxic-round2:00311724,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159349371_2.jpg,1960441,train
gbif-inat-toxic-round2:00311725,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159359599_1.jpg,3325367,train
gbif-inat-toxic-round2:00311726,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159378800_1.jpg,3103737,val
gbif-inat-toxic-round2:00311727,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159378800_2.jpg,2540104,train
gbif-inat-toxic-round2:00311728,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159378800_3.jpg,1834591,calibration
gbif-inat-toxic-round2:00311729,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159378800_4.jpg,1231548,calibration
gbif-inat-toxic-round2:00311730,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159387082_1.jpg,3401332,train
gbif-inat-toxic-round2:00311731,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159388332_1.jpg,1676201,calibration
gbif-inat-toxic-round2:00311732,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159388332_2.jpg,1102075,train
gbif-inat-toxic-round2:00311733,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159388566_1.jpg,2037110,calibration
gbif-inat-toxic-round2:00311734,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159388566_2.jpg,1943979,train
gbif-inat-toxic-round2:00311735,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159392841_1.jpg,3048193,calibration
gbif-inat-toxic-round2:00311736,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159407675_1.jpg,4249951,train
gbif-inat-toxic-round2:00311737,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159420339_1.jpg,1807698,train
gbif-inat-toxic-round2:00311738,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159420339_2.jpg,1283873,test
gbif-inat-toxic-round2:00311739,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159420339_3.jpg,1313577,calibration
gbif-inat-toxic-round2:00311740,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159422266_1.jpg,1222783,train
gbif-inat-toxic-round2:00311741,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159422266_2.jpg,1352527,val
gbif-inat-toxic-round2:00311742,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159428585_1.jpg,970718,train
gbif-inat-toxic-round2:00311743,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159431832_1.jpg,3969906,train
gbif-inat-toxic-round2:00311744,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159434874_1.jpg,5107500,train
gbif-inat-toxic-round2:00311745,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159464946_1.jpg,1998030,val
gbif-inat-toxic-round2:00311746,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159464946_2.jpg,1425918,calibration
gbif-inat-toxic-round2:00311747,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159497190_1.jpg,3765094,val
gbif-inat-toxic-round2:00311748,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159498830_1.jpg,2857986,train
gbif-inat-toxic-round2:00311749,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159499554_1.jpg,1131999,train
gbif-inat-toxic-round2:00311750,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159503251_1.jpg,2161372,calibration
gbif-inat-toxic-round2:00311751,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159533512_1.jpg,3325024,calibration
gbif-inat-toxic-round2:00311752,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159542740_1.jpg,924045,calibration
gbif-inat-toxic-round2:00311753,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159542740_2.jpg,1430227,val
gbif-inat-toxic-round2:00311754,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159550246_1.jpg,1803940,train
gbif-inat-toxic-round2:00311755,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159550246_2.jpg,1464358,train
gbif-inat-toxic-round2:00311756,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159550246_3.jpg,1061720,train
gbif-inat-toxic-round2:00311757,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159608811_1.jpg,3177035,train
gbif-inat-toxic-round2:00311758,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159611310_1.jpg,2388034,train
gbif-inat-toxic-round2:00311759,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159627503_1.jpg,283173,train
gbif-inat-toxic-round2:00311760,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159633544_1.jpg,3663164,train
gbif-inat-toxic-round2:00311761,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159633544_2.jpg,3251204,train
gbif-inat-toxic-round2:00311762,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159633544_3.jpg,3392693,val
gbif-inat-toxic-round2:00311763,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159633544_4.jpg,4034910,train
gbif-inat-toxic-round2:00311764,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159638291_1.jpg,3756371,val
gbif-inat-toxic-round2:00311765,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159641259_1.jpg,1227151,train
gbif-inat-toxic-round2:00311766,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159642633_1.jpg,1695472,val
gbif-inat-toxic-round2:00311767,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159647464_1.jpg,1361788,train
gbif-inat-toxic-round2:00311768,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159647464_2.jpg,1845648,train
gbif-inat-toxic-round2:00311769,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159651796_1.jpg,2678067,train
gbif-inat-toxic-round2:00311770,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159660673_1.jpg,1451091,val
gbif-inat-toxic-round2:00311771,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159661971_1.jpg,1050768,train
gbif-inat-toxic-round2:00311772,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159661971_2.jpg,1011628,train
gbif-inat-toxic-round2:00311773,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159664418_1.jpg,3202898,test
gbif-inat-toxic-round2:00311774,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159693377_1.jpg,1937023,train
gbif-inat-toxic-round2:00311775,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159702201_1.jpg,1038713,train
gbif-inat-toxic-round2:00311776,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159704318_1.jpg,4565181,train
gbif-inat-toxic-round2:00311777,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159708002_1.jpg,3592019,train
gbif-inat-toxic-round2:00311778,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159708002_2.jpg,2903332,train
gbif-inat-toxic-round2:00311779,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159710718_1.jpg,4169489,test
gbif-inat-toxic-round2:00311780,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159710718_2.jpg,5161701,train
gbif-inat-toxic-round2:00311781,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159710718_3.jpg,4388250,train
gbif-inat-toxic-round2:00311782,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159710718_4.jpg,3191188,train
gbif-inat-toxic-round2:00311783,images/raw/gbif-inat-toxic-round2/conium_maculatum/6159710718_5.jpg,4319191,train
gbif-inat-toxic-round2:00311784,images/raw/gbif-inat-toxic-round2/conium_maculatum/6162802233_1.jpg,1445598,calibration
gbif-inat-toxic-round2:00311785,images/raw/gbif-inat-toxic-round2/conium_maculatum/6162802233_2.jpg,1975260,train
gbif-inat-toxic-round2:00311786,images/raw/gbif-inat-toxic-round2/conium_maculatum/6162811930_1.jpg,1151369,train
