species_id,full_species,species,genus,family,epithet,author,unmatched_terms,iucn_status
240,Guizotia abyssinica (L.f.) Cass.,Guizotia abyssinica,Guizotia,Asteraceae,abyssinica,(L.f.) Cass.,,Not assessed
241,Tagetes minuta L.,Tagetes minuta,Tagetes,Asteraceae,minuta,L.,,Not assessed
242,Tagetes erecta L.,Tagetes erecta,Tagetes,Asteraceae,patula,L.,,Not assessed
243,Calendula arvensis L.,Calendula arvensis,Calendula,Asteraceae,arvensis,L.,,Not assessed
244,Lapsana communis L.,Lapsana communis,Lapsana,Asteraceae,communis,L.,,Not assessed
245,Carthamus tinctorius L.,Carthamus tinctorius,Carthamus,Asteraceae,tinctorius,L.,,Not assessed
246,Lactuca sativa L.,Lactuca sativa,Lactuca,Asteraceae,sativa,L.,,Not assessed
247,Lactuca serriola L.,Lactuca serriola,Lactuca,Asteraceae,serriola,L.,,LC
248,Arthraxon hispidus (Thunb.) Makino,Arthraxon hispidus,Arthraxon,Poaceae,hispidus,(Thunb.) Makino,,Not assessed
249,Microchloa kunthii Desv.,Microchloa kunthii,Microchloa,Poaceae,kunthii,Desv.,,Not assessed
250,Harpachne schimperi Hochst. ex A.Rich.,Harpachne schimperi,Harpachne,Poaceae,schimperi,Hochst. ex A.Rich.,,Not assessed
251,Cedrela odorata L.,Cedrela odorata,Cedrela,Meliaceae,odorata,L.,,VU
252,Aeschynomene americana L.,Aeschynomene americana,Aeschynomene,Fabaceae,americana,L.,,Not assessed
253,Neltuma alba (Griseb.) C.E.Hughes & G.P.Lewis,Neltuma alba,Neltuma,Fabaceae,alba,(Griseb.) C.E.Hughes & G.P.Lewis,,LR/nt
254,Neltuma juliflora (Sw.) Raf.,Neltuma juliflora,Neltuma,Fabaceae,juliflora,(Sw.) Raf.,,LC
255,Crotalaria spectabilis Roth,Crotalaria spectabilis,Crotalaria,Fabaceae,spectabilis,Roth,,Not assessed
256,Crotalaria chrysochlora Baker f. ex Harms,Crotalaria chrysochlora,Crotalaria,Fabaceae,chrysochlora,Baker f. ex Harms,f. ex,LC
257,Crotalaria deflersii Schweinf.,Crotalaria deflersii,Crotalaria,Fabaceae,deflersii,Schweinf.,,Not assessed
258,Crotalaria polysperma Kotschy,Crotalaria polysperma,Crotalaria,Fabaceae,polysperma,Kotschy,,Not assessed
259,Crotalaria uguenensis Taub.,Crotalaria uguenensis,Crotalaria,Fabaceae,uguenensis,Taub.,,Not assessed
260,Crotalaria verrucosa L.,Crotalaria verrucosa,Crotalaria,Fabaceae,verrucosa,L.,,Not assessed
261,Lupinus perennis L.,Lupinus perennis,Lupinus,Fabaceae,perennis,L.,,Not assessed
262,Lupinus polyphyllus Lindl.,Lupinus polyphyllus,Lupinus,Fabaceae,polyphyllus,Lindl.,,LC
263,Dalbergia latifolia Roxb.,Dalbergia latifolia,Dalbergia,Fabaceae,latifolia,Roxb.,,VU
264,Cordyla africana Lour.,Cordyla africana,Cordyla,Fabaceae,africana,Lour.,,LC
265,Vachellia xanthophloea (Benth.) Banfi & Galasso,Vachellia xanthophloea,Vachellia,Fabaceae,xanthophloea,(Benth.) Banfi & Galasso,,LC
266,Vachellia drepanolobium (Harms ex Y.Sjöstedt) P.J.H.Hurter,Vachellia drepanolobium,Vachellia,Fabaceae,drepanolobium,(Harms ex Y.Sjöstedt) P.J.H.Hurter,,LC
267,Vachellia hockii (De Wild.) Seigler & Ebinger,Vachellia hockii,Vachellia,Fabaceae,hockii,(De Wild.) Seigler & Ebinger,,LC
268,Acaciella angustissima (Mill.) Britton & Rose,Acaciella angustissima,Acaciella,Fabaceae,angustissima,(Mill.) Britton & Rose,,LC
269,Gomphocarpus integer (N.E.Br.) Bullock,Gomphocarpus integer,Gomphocarpus,Apocynaceae,integer,(N.E.Br.) Bullock,,Not assessed
270,Trachelospermum jasminoides (Lindl.) Lem.,Trachelospermum jasminoides,Trachelospermum,Apocynaceae,jasminoides,(Lindl.) Lem.,,Not assessed
271,Tradescantia spathacea Sw.,Tradescantia spathacea,Tradescantia,Commelinaceae,spathacea,Sw.,,Not assessed
272,Gymnosporia putterlickioides Loes.,Gymnosporia putterlickioides,Gymnosporia,Celastraceae,putterlickioides,Loes.,,Not assessed
273,Conostomium longitubum (Beck) Cufod.,Conostomium longitubum,Conostomium,Rubiaceae,kenyense,(Beck) Cufod.,,Not assessed
274,Conostomium quadrangulare (Rendle) Cufod.,Conostomium quadrangulare,Conostomium,Rubiaceae,quadrangulare,(Rendle) Cufod.,,Not assessed
275,Mussaenda frondosa L.,Mussaenda frondosa,Mussaenda,Rubiaceae,frondosa,L.,,LC
276,Mussaenda erythrophylla Schumach. & Thonn.,Mussaenda erythrophylla,Mussaenda,Rubiaceae,erythrophylla,Schumach. & Thonn.,,LC
277,Morinda citrifolia L.,Morinda citrifolia,Morinda,Rubiaceae,citrifolia,L.,,LC
278,Pilocarpus racemosus Vahl,Pilocarpus racemosus,Pilocarpus,Rutaceae,racemosus,Vahl,,LC
279,Pelargonium alchemilloides (L.) L'Hér.,Pelargonium alchemilloides,Pelargonium,Geraniaceae,alchemilloides,(L.) L'Hér.,,Not assessed
280,Pelargonium quinquelobatum Hochst. ex A.Rich.,Pelargonium quinquelobatum,Pelargonium,Geraniaceae,quinquelobatum,Hochst. ex A.Rich.,,Not assessed
281,Pelargonium glechomoides A.Rich.,Pelargonium glechomoides,Pelargonium,Geraniaceae,glechomoides,A.Rich.,,Not assessed
282,Gynura aurantiaca (Blume) DC.,Gynura aurantiaca,Gynura,Asteraceae,aurantiaca,(Blume) DC.,,Not assessed
283,Gynura procumbens (Lour.) Merr.,Gynura procumbens,Gynura,Asteraceae,procumbens,(Lour.) Merr.,,Not assessed
284,Aspilia mossambicensis (Oliv.) Wild,Aspilia mossambicensis,Aspilia,Asteraceae,mossambicensis,(Oliv.) Wild,,Not assessed
285,Aspilia pluriseta Schweinf. ex Engl.,Aspilia pluriseta,Aspilia,Asteraceae,pluriseta,Schweinf. ex Engl.,,Not assessed
286,Schkuhria pinnata (Lam.) Kuntze ex Thell.,Schkuhria pinnata,Schkuhria,Asteraceae,pinnata,(Lam.) Kuntze ex Thell.,,Not assessed
287,Montanoa hibiscifolia Benth.,Montanoa hibiscifolia,Montanoa,Asteraceae,hibiscifolia,Benth.,,Not assessed
288,Acalypha crenata Hochst. ex A.Rich.,Acalypha crenata,Acalypha,Euphorbiaceae,crenata,Hochst. ex A.Rich.,,LC
289,Acalypha hispida Burm.f.,Acalypha hispida,Acalypha,Euphorbiaceae,hispida,Burm.f.,,Not assessed
290,Phyllanthus fischeri Pax,Phyllanthus fischeri,Phyllanthus,Phyllanthaceae,fischeri,Pax,,Not assessed
291,Phyllanthus suffrutescens Pax,Phyllanthus suffrutescens,Phyllanthus,Phyllanthaceae,suffrutescens,Pax,,Not assessed
292,Phyllanthus acidus (L.) Skeels,Phyllanthus acidus,Phyllanthus,Phyllanthaceae,acidus,(L.) Skeels,,Not assessed
293,Phyllanthus amarus Schumach. & Thonn.,Phyllanthus amarus,Phyllanthus,Phyllanthaceae,amarus,Schumach. & Thonn.,,Not assessed
294,Triadica sebifera (L.) Small,Triadica sebifera,Triadica,Euphorbiaceae,sebifera,(L.) Small,,LC
295,Petiveria alliacea L.,Petiveria alliacea,Petiveria,Phytolaccaceae,alliacea,L.,,Not assessed
296,Peperomia pellucida (L.) Kunth,Peperomia pellucida,Peperomia,Piperaceae,pellucida,(L.) Kunth,,Not assessed
297,Guaiacum officinale L.,Guaiacum officinale,Guaiacum,Zygophyllaceae,officinale,L.,,EN
298,Hypericum annulatum Moris,Hypericum annulatum,Hypericum,Hypericaceae,annulatum,Moris,,Not assessed
299,Mussaenda philippica A.Rich.,Mussaenda philippica,Mussaenda,Rubiaceae,philippica,A.Rich.,,LC
300,Boscia mossambicensis Klotzsch,Boscia mossambicensis,Boscia,Capparaceae,mossambicensis,Klotzsch,,LC
301,Boscia coriacea Graells,Boscia coriacea,Boscia,Capparaceae,coriacea,Graells,,Not assessed
302,Mecardonia procumbens (Mill.) Small,Mecardonia procumbens,Mecardonia,Plantaginaceae,procumbens,(Mill.) Small,,Not assessed
303,Browallia americana L.,Browallia americana,Browallia,Solanaceae,americana,L.,,Not assessed
304,Acacia mangium Willd.,Acacia mangium,Acacia,Fabaceae,mangium,Willd.,,LC
305,Casuarina equisetifolia L.,Casuarina equisetifolia,Casuarina,Casuarinaceae,equisetifolia,L.,,LC
306,Aristea abyssinica Pax,Aristea abyssinica,Aristea,Iridaceae,abyssinica,Pax,,Not assessed
307,Aristea ecklonii Baker,Aristea ecklonii,Aristea,Iridaceae,ecklonii,Baker,,Not assessed
308,Erianthemum dregei (Eckl. & Zeyh.) Tiegh.,Erianthemum dregei,Erianthemum,Loranthaceae,dregei,(Eckl. & Zeyh.) Tiegh.,,Not assessed
309,Cucurbita ficifolia Bouché,Cucurbita ficifolia,Cucurbita,Cucurbitaceae,ficifolia,Bouché,,Not assessed
310,Cucurbita pepo L.,Cucurbita pepo,Cucurbita,Cucurbitaceae,pepo,L.,,LC
311,Luffa acutangula (L.) Roxb.,Luffa acutangula,Luffa,Cucurbitaceae,acutangula,(L.) Roxb.,,Not assessed
312,Lagenaria siceraria (Molina) Standl.,Lagenaria siceraria,Lagenaria,Cucurbitaceae,siceraria,(Molina) Standl.,,Not assessed
313,Lagenaria sphaerica (Sond.) Naudin,Lagenaria sphaerica,Lagenaria,Cucurbitaceae,sphaerica,(Sond.) Naudin,,Not assessed
314,Asystasia riparia Lindau,Asystasia riparia,Asystasia,Acanthaceae,riparia,Lindau,,Not assessed
315,Barringtonia asiatica (L.) Kurz,Barringtonia asiatica,Barringtonia,Lecythidaceae,asiatica,(L.) Kurz,,LC
316,Couroupita guianensis Aubl.,Couroupita guianensis,Couroupita,Lecythidaceae,guianensis,Aubl.,,LC
317,Asystasia charmian S.Moore,Asystasia charmian,Asystasia,Acanthaceae,charmian,S.Moore,,Not assessed
318,Raphia farinifera (Gaertn.) Hyl.,Raphia farinifera,Raphia,Arecaceae,farinifera,(Gaertn.) Hyl.,,LC
319,Zamioculcas zamiifolia (G.Lodd.) Engl.,Zamioculcas zamiifolia,Zamioculcas,Araceae,zamiifolia,(G.Lodd.) Engl.,,Not assessed
320,Kniphofia linearifolia Baker,Kniphofia linearifolia,Kniphofia,Asphodelaceae,linearifolia,Baker,,Not assessed
321,Smilax anceps Willd.,Smilax anceps,Smilax,Smilacaceae,anceps,Willd.,,Not assessed
322,Vanilla planifolia Andrews,Vanilla planifolia,Vanilla,Orchidaceae,planifolia,Andrews,,EN
323,Ansellia africana Lindl.,Ansellia africana,Ansellia,Orchidaceae,africana,Lindl.,,VU
324,Hypericum balearicum L.,Hypericum balearicum,Hypericum,Hypericaceae,balearicum,L.,,LC
325,Ophrys holosericea (Burm.f.) Greuter,Ophrys holosericea,Ophrys,Orchidaceae,holosericea,(Burm.f.) Greuter,,Not assessed
326,Odontites longiflorus (Vahl) Webb,Odontites longiflorus,Odontites,Orobanchaceae,longiforum,(Vahl) Webb,,Not assessed
327,Pyracantha koidzumii (Hayata) Rehder,Pyracantha koidzumii,Pyracantha,Rosaceae,koidzumii,(Hayata) Rehder,,EN
328,Cicerbita plumieri (L.) Kirschl.,Cicerbita plumieri,Cicerbita,Asteraceae,plumieri,(L.) Kirschl.,,Not assessed
329,Aizoanthemopsis hispanica (L.) Klak,Aizoanthemopsis hispanica,Aizoanthemopsis,Aizoaceae,hispanicum,(L.) Klak,,Not assessed
330,Phedimus aizoon (L.) 't Hart,Phedimus aizoon,Phedimus,Crassulaceae,aizoon,(L.) 't Hart,t Hart,Not assessed
331,Phedimus spurius (M.Bieb.) 't Hart,Phedimus spurius,Phedimus,Crassulaceae,spurius,(M.Bieb.) 't Hart,t Hart,Not assessed
332,Cereus jamacaru DC.,Cereus jamacaru,Cereus,Cactaceae,jamacaru,DC.,,LC
333,Sedum pachyphyllum Rose,Sedum pachyphyllum,Sedum,Crassulaceae,pachyphyllum,Rose,,Not assessed
334,Sedum dendroideum Moc. & Sessé ex DC.,Sedum dendroideum,Sedum,Crassulaceae,dendroideum,Moc. & Sessé ex DC.,,Not assessed
335,Liriodendron chinense (Hemsl.) Sarg.,Liriodendron chinense,Liriodendron,Magnoliaceae,chinense,(Hemsl.) Sarg.,,NT
336,Atocion rupestre (L.) Oxelman,Atocion rupestre,Atocion,Caryophyllaceae,rupestre,(L.) Oxelman,,Not assessed
337,Tagetes tenuifolia Cav.,Tagetes tenuifolia,Tagetes,Asteraceae,tenuifolia,Cav.,,Not assessed
338,Aegopodium podagraria L.,Aegopodium podagraria,Aegopodium,Apiaceae,podagraria,L.,,Not assessed
339,Acacia melanoxylon R.Br.,Acacia melanoxylon,Acacia,Fabaceae,melanoxylon,R.Br.,,Not assessed
340,Acacia saligna (Labill.) H.L.Wendl.,Acacia saligna,Acacia,Fabaceae,saligna,(Labill.) H.L.Wendl.,,LC
341,Patzkea paniculata (L.) G.H.Loos,Patzkea paniculata,Patzkea,Poaceae,paniculata,(L.) G.H.Loos,,Not assessed
342,Salvia abrotanoides (Kar.) Sytsma,Salvia abrotanoides,Salvia,Lamiaceae,abrotanoides,(Kar.) Sytsma,,Not assessed
343,Ophrys × arachnitiformis Gren. & M.Philippe,Ophrys × arachnitiformis,Ophrys,Orchidaceae,occidentalis,Gren. & M.Philippe,,Not assessed
344,Erechtites hieraciifolius (L.) Raf. ex DC.,Erechtites hieraciifolius,Erechtites,Asteraceae,hieraciifolius,(L.) Raf. ex DC.,,Not assessed
345,Cenchrus longisetus M.C.Johnst.,Cenchrus longisetus,Cenchrus,Poaceae,longisetus,M.C.Johnst.,,Not assessed
346,Nothofagus obliqua (Mirb.) Oerst.,Nothofagus obliqua,Nothofagus,Nothofagaceae,obliqua,(Mirb.) Oerst.,,LC
347,Carthamus carduncellus L.,Carthamus carduncellus,Carthamus,Asteraceae,carduncellus,L.,,Not assessed
348,Carthamus mitissimus L.,Carthamus mitissimus,Carthamus,Asteraceae,mitissimus,L.,,Not assessed
349,Chaerophyllum aureum L.,Chaerophyllum aureum,Chaerophyllum,Apiaceae,aureum,L.,,Not assessed
350,Chaerophyllum hirsutum L.,Chaerophyllum hirsutum,Chaerophyllum,Apiaceae,hirsutum,L.,,Not assessed
351,Chaerophyllum villarsii W.D.J.Koch,Chaerophyllum villarsii,Chaerophyllum,Apiaceae,villarsii,W.D.J.Koch,,Not assessed
352,Cirsium alsophilum (Pollini) Soldano,Cirsium alsophilum,Cirsium,Asteraceae,alsophilum,(Pollini) Soldano,,Not assessed
353,Cirsium canum (L.) All.,Cirsium canum,Cirsium,Asteraceae,canum,(L.) All.,,Not assessed
354,Cirsium dissectum (L.) Hill,Cirsium dissectum,Cirsium,Asteraceae,dissectum,(L.) Hill,,Not assessed
355,"Lophiolepis eriophora (L.) Del Guacchio, Bureš, Iamonico & P.Caputo",Lophiolepis eriophora,Lophiolepis,Asteraceae,eriophorum,"(L.) Del Guacchio, Bureš, Iamonico & P.Caputo",,Not assessed
356,Cirsium erisithales (Jacq.) Scop.,Cirsium erisithales,Cirsium,Asteraceae,erisithales,(Jacq.) Scop.,,Not assessed
357,"Lophiolepis ferox (L.) Del Guacchio, Bureš, Iamonico & P.Caputo",Lophiolepis ferox,Lophiolepis,Asteraceae,ferox,"(L.) Del Guacchio, Bureš, Iamonico & P.Caputo",,Not assessed
358,Cirsium filipendulum Lange,Cirsium filipendulum,Cirsium,Asteraceae,filipendulum,Lange,,Not assessed
359,Cirsium glabrum DC.,Cirsium glabrum,Cirsium,Asteraceae,glabrum,DC.,,Not assessed
360,Cirsium heterophyllum (L.) Hill,Cirsium heterophyllum,Cirsium,Asteraceae,heterophyllum,(L.) Hill,,Not assessed
361,"Lophiolepis morisiana (Rchb.f.) Del Guacchio, Bureš, Iamonico & P.Caputo",Lophiolepis morisiana,Lophiolepis,Asteraceae,morisianum,"(Rchb.f.) Del Guacchio, Bureš, Iamonico & P.Caputo",,Not assessed
362,Cirsium oleraceum (L.) Scop.,Cirsium oleraceum,Cirsium,Asteraceae,oleraceum,(L.) Scop.,,Not assessed
363,Cirsium rivulare (Jacq.) All.,Cirsium rivulare,Cirsium,Asteraceae,rivulare,(Jacq.) All.,,Not assessed
364,Cirsium tuberosum (L.) All.,Cirsium tuberosum,Cirsium,Asteraceae,tuberosum,(L.) All.,,Not assessed
365,Collomia grandiflora Douglas ex Lindl.,Collomia grandiflora,Collomia,Polemoniaceae,grandiflora,Douglas ex Lindl.,,Not assessed
366,Cucurbita maxima Duchesne,Cucurbita maxima,Cucurbita,Cucurbitaceae,maxima,Duchesne,,Not assessed
367,Cymbalaria aequitriloba (Viv.) A.Chev.,Cymbalaria aequitriloba,Cymbalaria,Plantaginaceae,aequitriloba,(Viv.) A.Chev.,,Not assessed
368,Cymbalaria hepaticifolia (Poir.) Wettst.,Cymbalaria hepaticifolia,Cymbalaria,Plantaginaceae,hepaticifolia,(Poir.) Wettst.,,Not assessed
369,Cytinus hypocistis (L.) L.,Cytinus hypocistis,Cytinus,Cytinaceae,hypocistis,(L.) L.,,Not assessed
370,Cytinus ruber (Fourr.) Fritsch,Cytinus ruber,Cytinus,Cytinaceae,ruber,(Fourr.) Fritsch,,Not assessed
371,Daphne alpina L.,Daphne alpina,Daphne,Thymelaeaceae,alpina,L.,,Not assessed
372,Daphne cneorum L.,Daphne cneorum,Daphne,Thymelaeaceae,cneorum,L.,,Not assessed
373,Daphne mezereum L.,Daphne mezereum,Daphne,Thymelaeaceae,mezereum,L.,,LC
374,Daphne striata Tratt.,Daphne striata,Daphne,Thymelaeaceae,striata,Tratt.,,Not assessed
375,Cleretum bellidiforme (Burm.f.) G.D.Rowley,Cleretum bellidiforme,Cleretum,Aizoaceae,bellidiformis,(Burm.f.) G.D.Rowley,,Not assessed
376,Dryas octopetala L.,Dryas octopetala,Dryas,Rosaceae,octopetala,L.,,Not assessed
377,Dryopteris carthusiana (Vill.) H.P.Fuchs,Dryopteris carthusiana,Dryopteris,Dryopteridaceae,carthusiana,(Vill.) H.P.Fuchs,,LC
378,Dryopteris cristata (L.) A.Gray,Dryopteris cristata,Dryopteris,Dryopteridaceae,cristata,(L.) A.Gray,,LC
379,Dryopteris dilatata (Hoffm.) A.Gray,Dryopteris dilatata,Dryopteris,Dryopteridaceae,dilatata,(Hoffm.) A.Gray,,LC
380,Dryopteris expansa (C.Presl) Fraser-Jenk. & Jermy,Dryopteris expansa,Dryopteris,Dryopteridaceae,expansa,(C.Presl) Fraser-Jenk. & Jermy,,LC
381,Dryopteris villarii (Bellardi) Woyn. ex Schinz & Thell.,Dryopteris villarii,Dryopteris,Dryopteridaceae,villarii,(Bellardi) Woyn. ex Schinz & Thell.,,LC
382,Empetrum nigrum L.,Empetrum nigrum,Empetrum,Ericaceae,nigrum,L.,,Not assessed
383,Epipactis atrorubens (Hoffm.) Besser,Epipactis atrorubens,Epipactis,Orchidaceae,atrorubens,(Hoffm.) Besser,,LC
384,Epipactis leptochila (Godfery) Godfery,Epipactis leptochila,Epipactis,Orchidaceae,leptochila,(Godfery) Godfery,,LC
385,Epipactis microphylla (Ehrh.) Sw.,Epipactis microphylla,Epipactis,Orchidaceae,microphylla,(Ehrh.) Sw.,,NT
386,Epipactis muelleri Godfery,Epipactis muelleri,Epipactis,Orchidaceae,muelleri,Godfery,,LC
387,Epipactis palustris (L.) Crantz,Epipactis palustris,Epipactis,Orchidaceae,palustris,(L.) Crantz,,LC
388,Epipactis phyllanthes G.E.Sm.,Epipactis phyllanthes,Epipactis,Orchidaceae,phyllanthes,G.E.Sm.,,LC
389,Epipactis purpurata Sm.,Epipactis purpurata,Epipactis,Orchidaceae,purpurata,Sm.,,LC
390,Erucastrum gallicum (Willd.) O.E.Schulz,Erucastrum gallicum,Erucastrum,Brassicaceae,gallicum,(Willd.) O.E.Schulz,,Not assessed
391,Hirschfeldia incana (L.) Lagr.-Foss.,Hirschfeldia incana,Hirschfeldia,Brassicaceae,incanum,(L.) Lagr.-Foss.,,Not assessed
392,Erucastrum nasturtiifolium (Poir.) O.E.Schulz,Erucastrum nasturtiifolium,Erucastrum,Brassicaceae,nasturtiifolium,(Poir.) O.E.Schulz,,Not assessed
393,Valeriana graciliflora (Fisch. & C.A.Mey.) Byng & Christenh.,Valeriana graciliflora,Valeriana,Caprifoliaceae,graciliflora,(Fisch. & C.A.Mey.) Byng & Christenh.,,Not assessed
394,Fragaria moschata Duchesne ex Weston,Fragaria moschata,Fragaria,Rosaceae,moschata,Duchesne ex Weston,,LC
395,Freesia × kewensis J.Wright bis,Freesia × kewensis,Freesia,Iridaceae,hybrida,J.Wright bis,,Not assessed
396,Galega orientalis Lam.,Galega orientalis,Galega,Fabaceae,orientalis,Lam.,,Not assessed
397,Geropogon hybridus (L.) Sch.Bip.,Geropogon hybridus,Geropogon,Asteraceae,hybridus,(L.) Sch.Bip.,,Not assessed
398,Gomphocarpus fruticosus (L.) W.T.Aiton,Gomphocarpus fruticosus,Gomphocarpus,Apocynaceae,fruticosus,(L.) W.T.Aiton,,Not assessed
399,Gomphocarpus physocarpus E.Mey.,Gomphocarpus physocarpus,Gomphocarpus,Apocynaceae,physocarpus,E.Mey.,,Not assessed
400,Veronica × andersonii Hérincq,Veronica × andersonii,Veronica,Plantaginaceae,andersonii,Hérincq,,Not assessed
401,Veronica brachysiphon (Summerh.) Bean,Veronica brachysiphon,Veronica,Plantaginaceae,brachysiphon,(Summerh.) Bean,,Not assessed
402,Veronica ochracea (Ashwin) Garn.-Jones,Veronica ochracea,Veronica,Plantaginaceae,ochracea,(Ashwin) Garn.-Jones,,Not assessed
403,Veronica salicifolia G.Forst.,Veronica salicifolia,Veronica,Plantaginaceae,salicifolia,G.Forst.,,Not assessed
404,Helicodiceros muscivorus (L.f.) Engl.,Helicodiceros muscivorus,Helicodiceros,Araceae,muscivorus,(L.f.) Engl.,,LC
405,Hippophae rhamnoides L.,Hippophae rhamnoides,Hippophae,Elaeagnaceae,rhamnoides,L.,,LC
406,Hypericum calycinum L.,Hypericum calycinum,Hypericum,Hypericaceae,calycinum,L.,,Not assessed
407,Hypericum coris L.,Hypericum coris,Hypericum,Hypericaceae,coris,L.,,Not assessed
408,Hypericum elodes L.,Hypericum elodes,Hypericum,Hypericaceae,elodes,L.,,LC
409,Hypericum × inodorum Mill.,Hypericum × inodorum,Hypericum,Hypericaceae,inodorum,Mill.,,Not assessed
410,Hypericum maculatum Crantz,Hypericum maculatum,Hypericum,Hypericaceae,maculatum,Crantz,,Not assessed
411,Hypericum nummularium L.,Hypericum nummularium,Hypericum,Hypericaceae,nummularium,L.,,Not assessed
412,Hypericum pulchrum L.,Hypericum pulchrum,Hypericum,Hypericaceae,pulchrum,L.,,Not assessed
413,Hypericum richeri Vill.,Hypericum richeri,Hypericum,Hypericaceae,richeri,Vill.,,Not assessed
414,Dierama pulcherrimum (Hook.f.) Baker,Dierama pulcherrimum,Dierama,Iridaceae,pulcherrimum,(Hook.f.) Baker,,Not assessed
415,Euphrosyne xanthiifolia (Nutt.) A.Gray,Euphrosyne xanthiifolia,Iva,Asteraceae,xanthiifolia,(Nutt.) A.Gray,,Not assessed
416,Kniphofia uvaria (L.) Oken,Kniphofia uvaria,Kniphofia,Asphodelaceae,uvaria,(L.) Oken,,Not assessed
417,Cicerbita alpina (L.) Wallr.,Cicerbita alpina,Cicerbita,Asteraceae,alpina,(L.) Wallr.,,Not assessed
418,Cicerbita macrophylla (Willd.) Wallr.,Cicerbita macrophylla,Cicerbita,Asteraceae,macrophylla,(Willd.) Wallr.,,Not assessed
419,Lactuca viminea (L.) J.Presl & C.Presl,Lactuca viminea,Lactuca,Asteraceae,viminea,(L.) J.Presl & C.Presl,,LC
420,Lamium album L.,Lamium album,Lamium,Lamiaceae,album,L.,,LC
421,Lamium maculatum (L.) L.,Lamium maculatum,Lamium,Lamiaceae,maculatum,(L.) L.,,Not assessed
422,Lathraea clandestina L.,Lathraea clandestina,Lathraea,Orobanchaceae,clandestina,L.,,Not assessed
423,Lathraea squamaria L.,Lathraea squamaria,Lathraea,Orobanchaceae,squamaria,L.,,Not assessed
424,Lavandula × intermedia Emeric ex Loisel.,Lavandula × intermedia,Lavandula,Lamiaceae,intermedia,Emeric ex Loisel.,,Not assessed
425,Lavandula latifolia Medik.,Lavandula latifolia,Lavandula,Lamiaceae,latifolia,Medik.,,LC
426,Limnanthes douglasii R.Br.,Limnanthes douglasii,Limnanthes,Limnanthaceae,douglasii,R.Br.,,Not assessed
427,Liriodendron tulipifera L.,Liriodendron tulipifera,Liriodendron,Magnoliaceae,tulipifera,L.,,LC
428,Lupinus arboreus Sims,Lupinus arboreus,Lupinus,Fabaceae,arboreus,Sims,,Not assessed
429,Lupinus × regalis Bergmans,Lupinus × regalis,Lupinus,Fabaceae,regalis,Bergmans,,Not assessed
430,Maianthemum bifolium (L.) F.W.Schmidt,Maianthemum bifolium,Maianthemum,Asparagaceae,bifolium,(L.) F.W.Schmidt,,Not assessed
431,Melilotus altissimus Thuill.,Melilotus altissimus,Melilotus,Fabaceae,altissimus,Thuill.,,Not assessed
432,Melilotus neapolitanus Ten.,Melilotus neapolitanus,Melilotus,Fabaceae,spicatus,Ten.,,Not assessed
433,Mercurialis tomentosa L.,Mercurialis tomentosa,Mercurialis,Euphorbiaceae,tomentosa,L.,,Not assessed
434,Moehringia ciliata (Scop.) Dalla Torre,Moehringia ciliata,Moehringia,Caryophyllaceae,ciliata,(Scop.) Dalla Torre,,Not assessed
435,Moehringia muscosa L.,Moehringia muscosa,Moehringia,Caryophyllaceae,muscosa,L.,,Not assessed
436,Moehringia pentandra J.Gay,Moehringia pentandra,Moehringia,Caryophyllaceae,pentandra,J.Gay,,Not assessed
437,Narthecium ossifragum (L.) Huds.,Narthecium ossifragum,Narthecium,Nartheciaceae,ossifragum,(L.) Huds.,,Not assessed
438,"Neotinea lactea (Poir.) R.M.Bateman, Pridgeon & M.W.Chase",Neotinea lactea,Neotinea,Orchidaceae,lactea,"(Poir.) R.M.Bateman, Pridgeon & M.W.Chase",,LC
439,"Neotinea ustulata (L.) R.M.Bateman, Pridgeon & M.W.Chase",Neotinea ustulata,Neotinea,Orchidaceae,ustulata,"(L.) R.M.Bateman, Pridgeon & M.W.Chase",,LC
440,Noccaea caerulescens (J.Presl & C.Presl) F.K.Mey.,Noccaea caerulescens,Noccaea,Brassicaceae,caerulescens,(J.Presl & C.Presl) F.K.Mey.,,Not assessed
441,Noccaea montana (L.) F.K.Mey.,Noccaea montana,Noccaea,Brassicaceae,montana,(L.) F.K.Mey.,,Not assessed
442,Noccaea rotundifolia (L.) Moench,Noccaea rotundifolia,Noccaea,Brassicaceae,rotundifolia,(L.) Moench,,Not assessed
443,Nymphaea candida C.Presl,Nymphaea candida,Nymphaea,Nymphaeaceae,candida,C.Presl,,LC
444,Nymphoides peltata (S.G.Gmel.) Kuntze,Nymphoides peltata,Nymphoides,Menyanthaceae,peltata,(S.G.Gmel.) Kuntze,,LC
445,Ophrys sphegodes Mill.,Ophrys sphegodes,Ophrys,Orchidaceae,sphegodes,Mill.,,Not assessed
446,Ophrys sphegodes J.J.Wood,Ophrys sphegodes,Ophrys,Orchidaceae,aveyronensis,J.J.Wood,,Not assessed
447,Bourreria andrieuxii (A.DC.) Hemsl.,Bourreria andrieuxii,Bourreria,Ehretiaceae,andrieuxii,(A.DC.) Hemsl.,,LC
448,Ophrys bertolonii Moretti,Ophrys bertolonii,Ophrys,Orchidaceae,bertolonii,Moretti,,LC
449,Ophrys × flavicans Vis.,Ophrys × flavicans,Ophrys,Orchidaceae,catalaunica,Vis.,,Not assessed
