scientific_name,source,matched_status,notes
Lavandula dentata,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Mussaenda arcuata,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Nephrolepis abrupta,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Acacia heterophylla,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Rhodocactus grandifolius,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Antirhea borbonica,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Phyllanthus niruroides,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Phyllanthus phillyreifolius,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Acalypha integrifolia,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Seriphium passerinoides,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Strongylodon macrobotrys,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Vepris lanceolata,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Zaleya pentandra,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Cereus repandus,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Bismarckia nobilis,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Heptapleurum arboricola,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Aphelandra squarrosa,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Peperomia argyraea,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Peperomia caperata,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Anthurium scherzerianum,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Dendrobium nobile,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Falcataria falcata,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Dendrobium chrysotoxum,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Dendrobium crumenatum,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Dendrobium moschatum,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Fittonia albivenis,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Mussaenda pubescens,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Phyllanthus mimosoides,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Selenicereus anthonyanus,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Anemonastrum canadense,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Oreomecon nudicaulis,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Wyethia sagittata,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Hernandia cordigera,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Acacia simplex,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Dubouzetia confusa,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Dubouzetia campanulata,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Acacia spirorbis,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Atractocarpus platixylon,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Nepenthes vieillardii,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Dendrobium closterium,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Dracophyllum verticillatum,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Schefflera spp.,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Athyrium niponicum,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Lithops fulviceps,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Lithops karasmontana,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Lithops marmorata,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Lithops pseudotruncatella,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Lithops spp.,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Cephalocereus polylophus,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Sedum morganianum,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Dryopteris cycadina,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Dryopteris sieboldii,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Pelargonium crispum,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Loropetalum chinense,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Nothofagus alpina,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Nothofagus pumilio,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Abeliophyllum distichum,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Dendrobium aphyllum,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Dendrobium spp.,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Heteromorpha arborescens,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Lapageria rosea,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Peperomia dolabriformis,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Maurandya barclayana,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Browallia speciosa,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Alocasia cuprea,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Alocasia micholitziana,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Daphne odora,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Alocasia sanderiana,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Daphne tangutica,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Nepenthes spp.,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Pelargonium spp.,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Aphelandra sinclairiana,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Pelargonium grandiflorum,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Hypericum revolutum,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Breynia vitis-idaea,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Freycinetia cumingiana,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Dischidia nummularia,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Heptapleurum heptaphyllum,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Barringtonia acutangula,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Maerua triphylla,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Asystasia mysorensis,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Neltuma glandulosa,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Strombocarpa pubescens,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Aextoxicon punctatum,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Lithops aucampiae,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Lithops olivacea,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Cyrtanthus elatus,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Guatteria aeruginosa,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Dischidia ovata,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Trachelospermum asiaticum,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Alocasia baginda,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Alocasia lauterbachiana,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Alocasia reginula,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Alocasia wentii,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Alocasia zebrina,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Anthurium clarinervium,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Anthurium faustomirandae,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Anthurium salvinii,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Anthurium schlechtendalii,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Anthurium veitchii,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Anthurium warocqueanum,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Wodyetia bifurcata,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Cereus forbesii,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Coryphantha elephantidens,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Pilosocereus chrysostele,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Pilosocereus pachycladus,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Stenocactus multicostatus,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Tephrocactus alexanderi,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Pterocephalus pterocephala,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Maytenus ilicifolia,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Cyanotis somaliensis,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Tradescantia sillamontana,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Leptinella potentillina,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Leucophyta brownii,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Crassothonna capensis,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Tagetes lunulata,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Sedum adolphi,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Sedum allantoides,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Sedum burrito,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Sedum clavatum,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Hylotelephium cyaneum,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Sedum kimnachii,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Sedum furfuraceum,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Sedum hernandezii,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Sedum japonicum,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Sedum makinoi,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Sedum x,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Carex punicea,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Acalypha macrostachya,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Pelargonium echinatum,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Pelargonium sidoides,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Pelargonium tomentosum,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Senegalia brevispica,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Acacia confluens,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Dalbergia retusa,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Neltuma pallida,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Cedrela fissilis,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Nepenthes x,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Nothofagus betuloides,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Nothofagus nitida,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Nymphaea rubra,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Dendrobium anosmum,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Dendrobium kingianum,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Dendrobium munificum,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Dendrobium thyrsiflorum,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Dendrobium victoriae-reginae,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Erycina pusilla,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Peperomia albovittata,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Peperomia clusiifolia,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Peperomia columella,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Peperomia ferreyrae,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Peperomia graveolens,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Peperomia pecuniifolia,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Peperomia polybotrya,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Peperomia prostrata,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Peperomia tetragona,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Peperomia verticillata,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Lomatia ferruginea,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Anemone pavoniana,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Eriocapitella tomentosa,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Eumachia haematocarpa,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Angostura granulosa,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Smilax excelsa,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Coussapoa villosa,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Cyphostemma cyphopetalum,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Cyphostemma juttae,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Cyphostemma serpens,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Nepenthes alata,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Nepenthes truncata,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Lavandula spp.,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Aphelandra aurantiaca,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Guatteria dolichopoda,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Stenanona costaricensis,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Bourreria andrieuxii,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Bourreria costaricensis,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
Alibertia edulis,image_manifest,unmatched_usda_plants,No exact USDA PLANTS match; not guessed.
